"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:7ImGFwpCuTLxsK9QvfMwcX","Sleepless","spotify:artist:6nxWCVXbOlEVRexSbLsTer, spotify:artist:20RKwJZc7LXujAbOJuwDEZ","Flume, Jezzabell Doran","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","4","209376","https://p.scdn.co/mp3-preview/26194a43a141c9a2e27008c5696653b4150bec41?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBUM71207455","","2015-05-06T15:32:07Z"
"spotify:track:70afe044PTahJnIVjmlKmf","On Top","spotify:artist:6nxWCVXbOlEVRexSbLsTer, spotify:artist:09v1n02OCBEntKxrSTw1L1","Flume, T-Shirt","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","5","231106","https://p.scdn.co/mp3-preview/644575093a04b0b1921825baaa3f751e735dcd97?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUFF00500382","","2015-05-06T15:32:07Z"
"spotify:track:4M2FnEmwIcBPdUyadmZctm","Stay Close","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","6","176529","https://p.scdn.co/mp3-preview/2aab006bbb0deb1d7a3c74208391150e6df6b2b9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUFF00500383","","2015-05-06T15:32:07Z"
"spotify:track:0cQTTt9W487gf2kzfUumTM","Insane","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","7","213883","https://p.scdn.co/mp3-preview/5b73efe5eb1298f240614c75184f8c2c84b3a4c6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUFF00500384","","2015-05-06T15:32:07Z"
"spotify:track:2OkuI9VFV5kBUcuaShoUEj","Change","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","8","150073","https://p.scdn.co/mp3-preview/63b2ecdaacc13fbb91d992b961c701036a0d4eb3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUFF00500385","","2015-05-06T15:32:07Z"
"spotify:track:1oruyaKjx7Ih5Ngfccld6e","More Than You Thought","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","10","245741","https://p.scdn.co/mp3-preview/378574a3ad8130b5726a2b8195c20fabaa872319?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUFF00500387","","2015-05-06T15:32:07Z"
"spotify:track:6RZ8q1insyqXiZ2TZ7Yl7R","Space Cadet","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","11","132544","https://p.scdn.co/mp3-preview/7b8826bb3e833c6dd328a9b8cdf97149b41ac6f3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUFF00500388","","2015-05-06T15:32:07Z"
"spotify:track:6vhwWT1dvhk6tLcmjpvBo7","Bring You Down","spotify:artist:6nxWCVXbOlEVRexSbLsTer, spotify:artist:19m3oZKjGSLzVW0OGIAcNg","Flume, George Maple","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","12","278096","https://p.scdn.co/mp3-preview/0359e967bac474c6cbb79e575e946f1a02141b7e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUFF00500389","","2015-05-06T15:32:07Z"
"spotify:track:6XfonIigePx9bVTznyw4CJ","Warm Thoughts","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","13","228376","https://p.scdn.co/mp3-preview/f5b3a52b6b8cd4579588a8d31de90ba151357d9c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUFF00500390","","2015-05-06T15:32:07Z"
"spotify:track:6TpevwJsyb8eTTycGao0k7","What You Need","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","14","250199","https://p.scdn.co/mp3-preview/daead8ebbd44a3735c750e34909d08bb2aebd869?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUFF00500391","","2015-05-06T15:32:07Z"
"spotify:track:0Q275xhTioDvrjOjScXzB8","Star Eyes","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","spotify:album:21m7s6qWpksbj6l08OM7Pu","Flume","spotify:artist:6nxWCVXbOlEVRexSbLsTer","Flume","2012-11-12","https://i.scdn.co/image/ab67616d0000b273758a1363ae72d75ddadf875e","1","15","146584","https://p.scdn.co/mp3-preview/e7aea83927b3aed7e48c40997121f3ab8e6e7fe3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUFF00500392","","2015-05-06T15:32:07Z"
"spotify:track:4pNAabNZG7rnkLS7g8O6Uf","Erntedank","spotify:artist:0r0R5nIjDY04TfxRM10Bcb, spotify:artist:3OYM3jjPVR60kOqmamRRgk","Alligatoah, Prinz Pi","spotify:album:1cq06d0kTUnFmJHixz1RaF","Triebwerke","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2013-08-02","https://i.scdn.co/image/ab67616d0000b273abd88bf86985975eab57c05d","1","12","231627","https://p.scdn.co/mp3-preview/5930ca723b99761685bf69321d6ffb4c41c62cca?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEQ121319226","","2015-05-04T22:17:55Z"
"spotify:track:08fvwYMjkTvEb0em4Z7il1","Rabenväter","spotify:artist:0r0R5nIjDY04TfxRM10Bcb, spotify:artist:7ajj2O18kPyou0Xwan1YM7","Alligatoah, Battleboi Basti","spotify:album:1cq06d0kTUnFmJHixz1RaF","Triebwerke","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2013-08-02","https://i.scdn.co/image/ab67616d0000b273abd88bf86985975eab57c05d","1","11","256022","https://p.scdn.co/mp3-preview/220c751f3de27c58a42bf9391c5dc1670e6c1846?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEQ121319225","","2015-05-04T22:13:16Z"
"spotify:track:7vykMKL1QM3YA4hlzmnfNe","Amnesie","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:1cq06d0kTUnFmJHixz1RaF","Triebwerke","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2013-08-02","https://i.scdn.co/image/ab67616d0000b273abd88bf86985975eab57c05d","1","8","242090","https://p.scdn.co/mp3-preview/e2ea6881a369f74e3587f8ad6941d3c1880e4742?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEQ121319222","","2015-05-04T22:07:17Z"
"spotify:track:4e2GVVHxmTrMVR49AJaHCt","Fick ihn doch","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:1cq06d0kTUnFmJHixz1RaF","Triebwerke","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2013-08-02","https://i.scdn.co/image/ab67616d0000b273abd88bf86985975eab57c05d","1","6","232840","https://p.scdn.co/mp3-preview/b02eac53dc0f116c0ecd8790f675e0df83711170?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEQ121319220","","2015-05-04T22:00:44Z"
"spotify:track:5pqF0qKSQCEq5mt5CFEXoq","Willst du","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:1cq06d0kTUnFmJHixz1RaF","Triebwerke","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2013-08-02","https://i.scdn.co/image/ab67616d0000b273abd88bf86985975eab57c05d","1","5","218964","https://p.scdn.co/mp3-preview/33e56c1e56097a085ec2ff14fa84d0ea4dca24b9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEQ121319219","","2015-05-04T21:56:58Z"
"spotify:track:5SjEcTlP38kDqBD5tlWfjg","Helden... - Intro","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","1","76866","https://p.scdn.co/mp3-preview/25123cf7fa4f09675d1ff7a732eabc9ab169f6d8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201202","","2015-05-04T20:20:33Z"
"spotify:track:7rRws3G7zgu0Hp4U1eKESN","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","2","216666","https://p.scdn.co/mp3-preview/fcb4b0cd7ac7dcefa3e90c74b4faeecd406364a1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201203","","2015-05-04T20:20:33Z"
"spotify:track:3uJ9aplkDKhOEtjg5U2FaO","Dagegen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","3","243053","https://p.scdn.co/mp3-preview/3c1767fc8c64ec0a47de3c52151308e2b22c33c7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201204","","2015-05-04T20:20:33Z"
"spotify:track:5IO2GGfCutV2re1WEWb5MT","Eine Welt (feat. Philliz)","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","4","204000","https://p.scdn.co/mp3-preview/ac6b1e2118393dbfe7531689d62d7498750b1f3d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201205","","2015-05-04T20:20:33Z"
"spotify:track:17khktV1Kwwgz4v1wVqbbI","Ich kann am besten I","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","5","99480","https://p.scdn.co/mp3-preview/50ff81f1cd75e7e4ea04b62e578800a17d885e8e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201206","","2015-05-04T20:20:33Z"
"spotify:track:5iX77aABYQw9gjA4g0EpLY","Zwei Missionare (feat. Snew)","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","6","213240","https://p.scdn.co/mp3-preview/9d506ffc2687a2996709f718229c19e77a478928?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201207","","2015-05-04T20:20:33Z"
"spotify:track:3mQwvfeEIBmsTeANmT1pj1","Mein Gott hat den Längsten","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","7","234546","https://p.scdn.co/mp3-preview/933d77c40bf407c4422de1e0d0f90119bf0e333c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201208","","2015-05-04T20:20:33Z"
"spotify:track:41zvDltwaIyhjnSgZdWdv3","Reallife 1.6 (feat. Prayamond)","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","8","196213","https://p.scdn.co/mp3-preview/417ba3f78f97a08766699c758057b4271f932d48?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201209","","2015-05-04T20:20:33Z"
"spotify:track:4R8DukzJYTGsPNcYb87O64","Der einzig (feat. Mighty Morris) - st","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","9","256653","https://p.scdn.co/mp3-preview/28fb87a3fd31eb2c0c7248740305eb8c7918c188?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201210","","2015-05-04T20:20:33Z"
"spotify:track:1Ar9Voi7refP4xFS10XuBX","Ich kann am besten II","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","10","103186","https://p.scdn.co/mp3-preview/ccbd874efe1c732d5e1682b5904efcec9b561982?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201211","","2015-05-04T20:20:33Z"
"spotify:track:54MPp7nlRdQtiuYefimeWx","Raubkopierah","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","11","214346","https://p.scdn.co/mp3-preview/02797ec7a3efc23b47110f24325ca306b41488eb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201212","","2015-05-04T20:20:33Z"
"spotify:track:0jY9jb40L8O7AbPTEceyKK","Es gibt einen Ort","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","12","230613","https://p.scdn.co/mp3-preview/7c4efb185ec309d66dd5e9685cdb28ffabde04a5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201213","","2015-05-04T20:20:33Z"
"spotify:track:1iLWf8hgh5MkSh1aXbbldp","Totgeschwiegen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","14","73146","https://p.scdn.co/mp3-preview/38087f6cafdc565539d3e7dc085f27e6f89c9c1f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201215","","2015-05-04T20:20:33Z"
"spotify:track:3LZfaA4zjVZxM2qiZq0EPl","Ich kann am besten III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","15","100653","https://p.scdn.co/mp3-preview/d8ce4a7a47990499ebe475c2bdbaa68767b91647?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201216","","2015-05-04T20:20:33Z"
"spotify:track:16BSeTSIoi1jLisyFnWrA0","Sprenggürtel","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","16","229533","https://p.scdn.co/mp3-preview/5d3f134e925511617a89ba05720fbe03a4736631?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201217","","2015-05-04T20:20:33Z"
"spotify:track:6pHwXWVbCE6okaZaM67IFL","Im Namen des Gesetzes (feat. Tobi-Tait & Selbstjustizz)","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","17","282493","https://p.scdn.co/mp3-preview/41d2cdbb8ce74c6ff6ad6ea7983d08fa69746319?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201218","","2015-05-04T20:20:33Z"
"spotify:track:4zS30pFe94CIK3EJLLHE83","...tod - Outro","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:10l0U0wRA2QSuJ2yhlXox7","In Gottes Namen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2012-06-29","https://i.scdn.co/image/ab67616d0000b2736affd8102e7a80b25ca15a39","1","18","204586","https://p.scdn.co/mp3-preview/976163d1209ab89648f5f21940f940d9da12aa7d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51201219","","2015-05-04T20:20:33Z"
"spotify:track:7IqApiV4RvkyfdOkHmIuh8","Komm hau ab - Intro","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","1","153707","https://p.scdn.co/mp3-preview/05e19221fb1f276b6a9e1fe90aad410da39c1cfc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100297","","2015-05-04T20:20:24Z"
"spotify:track:5y8fABQ8NhAgzdrlC7iY0t","Namen machen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","4","222604","https://p.scdn.co/mp3-preview/a42e9a1b3dfc869c6657d6ce802e22dfa6966b81?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100300","","2015-05-04T20:20:24Z"
"spotify:track:4RbBDQ0zjNBQoTCVmNFji1","Es regnet kaum","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","5","219932","https://p.scdn.co/mp3-preview/e80b55d6c20b5bd3af3efd58bc82b8a9b4be1791?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100301","","2015-05-04T20:20:24Z"
"spotify:track:27J6cTenjfPUjhrjxsaCbk","Terrorist im Flugzeug","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","6","55844","https://p.scdn.co/mp3-preview/94386839ebe2a723d0092a5e75599813b8804082?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100302","","2015-05-04T20:20:24Z"
"spotify:track:0KK5owN0Vgd11IUqTqbmHQ","Unvergleichlich","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","7","185784","https://p.scdn.co/mp3-preview/b7f950ab9433401d8f1b52f936a3983fdd20107e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100303","","2015-05-04T20:20:24Z"
"spotify:track:25dAvsolU0YXt4KmWCf9wX","Kunst des Bitens Reloaded","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","8","215028","https://p.scdn.co/mp3-preview/d09581f3224f85a439a8e8941f54d12cc451c6a4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100304","","2015-05-04T20:20:24Z"
"spotify:track:6MR5EoVu3xbiU7ClGiVmR3","Postmodern","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","9","226646","https://p.scdn.co/mp3-preview/060fed47b12a4137eb3e8641cb0c4372b6926e2a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100305","","2015-05-04T20:20:24Z"
"spotify:track:5qlPk9vOTHLmuCP40n2HNP","Badewanne (feat. Dima Richman)","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","10","214354","https://p.scdn.co/mp3-preview/22e80cc535c1f1050b764375e58bca4ba014c8e4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100306","","2015-05-04T20:20:24Z"
"spotify:track:7CPXPQS5b3moPbYwaAlGfB","Abgestochen","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","11","218472","https://p.scdn.co/mp3-preview/6812b1a410637e59c4a5bae3c07c751226f78f6b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100307","","2015-05-04T20:20:24Z"
"spotify:track:7BrnB0hzuvI7cPGvrZEwy3","Terrorist im Theater","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","12","56703","https://p.scdn.co/mp3-preview/69a4c83951578643c34d198c20faeb6724c8d572?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100308","","2015-05-04T20:20:24Z"
"spotify:track:3tg7LES9Vaqo7KDY7r9EdL","Spass","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","14","236013","https://p.scdn.co/mp3-preview/c20499a4fd490adb67ab95241bbb42a6d6336c7d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100310","","2015-05-04T20:20:24Z"
"spotify:track:5vz0werb11LGQXrkYBnlt3","Schwamm drüber","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","15","206493","https://p.scdn.co/mp3-preview/c6027db8217f00381f5929ce3ea0703d167b123d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100311","","2015-05-04T20:20:24Z"
"spotify:track:32GTt0EUDYfit2JUfqFdsp","Geschäftsmann (feat. Jamal)","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","spotify:album:6FmDCUGQQULzP8OU5Az63r","Schlaftabletten, Rotwein III","spotify:artist:0r0R5nIjDY04TfxRM10Bcb","Alligatoah","2011-02-18","https://i.scdn.co/image/ab67616d0000b273a5f24570ef21c1ea9136d0e1","1","16","230834","https://p.scdn.co/mp3-preview/3780d0dfc92ef842f76c7731c94e6666cbd4026c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEKE51100312","","2015-05-04T20:20:24Z"
