"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:2fFdjMCVUnIBU1jiKLBIKH","Worth Dying For","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:1Vr598HQXjJCwxHale9yQP","The Sufferer & The Witness","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2006-01-01","https://i.scdn.co/image/ab67616d0000b2733d49fa9efbba5f8ecc35b0df","1","9","200000","https://p.scdn.co/mp3-preview/8c1448f8aa4df7cee48608604d6b9275609e59e0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USUM70603974","","2019-04-04T11:26:40Z"
"spotify:track:0DJlwA89Xc3Noc5PR9RJbe","Behind Closed Doors","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:1Vr598HQXjJCwxHale9yQP","The Sufferer & The Witness","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2006-01-01","https://i.scdn.co/image/ab67616d0000b2733d49fa9efbba5f8ecc35b0df","1","10","195120","https://p.scdn.co/mp3-preview/b827c612b899ad2ecebd20997f67794d8bed5e3b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USUM70603975","","2019-04-04T11:26:40Z"
"spotify:track:2YJvYVpOF8Z9Yf8QHpOMsz","Roadside","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:1Vr598HQXjJCwxHale9yQP","The Sufferer & The Witness","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2006-01-01","https://i.scdn.co/image/ab67616d0000b2733d49fa9efbba5f8ecc35b0df","1","11","201026","https://p.scdn.co/mp3-preview/5c76671a4f3e6ad4e53cb97950add45e43478623?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","USUM70603976","","2019-04-04T11:26:40Z"
"spotify:track:7eWuwGCowJAlHAGiHuH8UI","The Good Left Undone","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:1Vr598HQXjJCwxHale9yQP","The Sufferer & The Witness","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2006-01-01","https://i.scdn.co/image/ab67616d0000b2733d49fa9efbba5f8ecc35b0df","1","12","181453","https://p.scdn.co/mp3-preview/163935e8cabe8d37cdf2338e7529602ee80e79cd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","USUM70603977","","2019-04-04T11:26:40Z"
"spotify:track:4BUii2JXTt6kVdIbaKkv5W","Survive","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:1Vr598HQXjJCwxHale9yQP","The Sufferer & The Witness","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2006-01-01","https://i.scdn.co/image/ab67616d0000b2733d49fa9efbba5f8ecc35b0df","1","13","220053","https://p.scdn.co/mp3-preview/1e78da2acae86469fc5e8c353fe76ac1a062a5a7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","48","USUM70603978","","2019-04-04T11:26:40Z"
"spotify:track:0JnV4RlEl6tz5wupNrGZkX","But Tonight We Dance - Single Version","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:1Vr598HQXjJCwxHale9yQP","The Sufferer & The Witness","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2006-01-01","https://i.scdn.co/image/ab67616d0000b2733d49fa9efbba5f8ecc35b0df","1","14","167546","https://p.scdn.co/mp3-preview/335a87e1c55355945e69042bc6967722d57b6b62?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","USUM70604027","","2019-04-04T11:26:40Z"
"spotify:track:1c5fl1rKp7BS4iTCxnFs4v","State Of The Union","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","1","139133","https://p.scdn.co/mp3-preview/743e610b9ec5b178773285e4a02e68359afaaee5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","USDW10400795","","2019-04-04T10:46:22Z"
"spotify:track:5LLerW6GGoGP3AS1DkaYh5","The First Drop","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","2","159000","https://p.scdn.co/mp3-preview/5eae60bc3dfdb8f00ee7c440a5bccdec81e98dcf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","USDW10400797","","2019-04-04T10:46:22Z"
"spotify:track:04nWjZOpqFqgVRaPEvtdHD","Life Less Frightening","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","3","224013","https://p.scdn.co/mp3-preview/266b13877822d65eef7bc84f870d5ae6f8eb59f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","USDW10400792","","2019-04-04T10:46:22Z"
"spotify:track:09r8IKJy0rl8dBnxi4N5NR","Paper Wings","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","4","223613","https://p.scdn.co/mp3-preview/ce2f9c2484f794144b494713b1305ec2d863d1ab?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USDW10400793","","2019-04-04T10:46:22Z"
"spotify:track:7kUKF6jER5BPGIRAgRxXnd","Blood To Bleed","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","5","228480","https://p.scdn.co/mp3-preview/39c61067194175d438a98d627a9a144a932ef7a7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","USDW10400790","","2019-04-04T10:46:22Z"
"spotify:track:0VuuDfnzIEOCjWEWvsBeNC","To Them These Streets Belong","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","6","169426","https://p.scdn.co/mp3-preview/ec681ea3d5d3f50e043def51d6a7b8233a1403cf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","USDW10400799","","2019-04-04T10:46:22Z"
"spotify:track:4FA53XdbXGr8Enucr5nL2w","Tip The Scales","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","7","229013","https://p.scdn.co/mp3-preview/729dce5477ddac70ee3ef836c826b620693f2504?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","USDW10400798","","2019-04-04T10:46:22Z"
"spotify:track:4bmZ5k9wDiFhuv4wrgJOQD","Anywhere But Here","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","8","218120","https://p.scdn.co/mp3-preview/ff9d5dcbab1e539715271ed7c231cb1cfc7fef58?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","USDW10400820","","2019-04-04T10:46:22Z"
"spotify:track:04kOUITUlhSv65fjRbWlCq","Dancing For Rain","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","10","241440","https://p.scdn.co/mp3-preview/c96381757a4a5a1c946607996a75e8ca83583990?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","USDW10400791","","2019-04-04T10:46:22Z"
"spotify:track:3yupzluZdw77zjfskZnQgc","Swing Life Away","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","11","200066","https://p.scdn.co/mp3-preview/955bf331ffa2d35ab351b57c68b70e460fb17738?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USDW10400796","","2019-04-04T10:46:22Z"
"spotify:track:3UFAgnUU0BdXWOxD6LIuzu","Rumors Of My Demise Have Been Greatly Exaggerated","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:2oMdBbMYtKysZ9dvFAVzzz","Siren Song Of The Counter-Culture","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2004-01-01","https://i.scdn.co/image/ab67616d0000b2731107b18eac8c7824908069cd","1","12","254280","https://p.scdn.co/mp3-preview/0050a92d8eccc321a673f5bb5af8e9713120d309?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","USDW10400794","","2019-04-04T10:46:22Z"
"spotify:track:1cIjTzBH1s9a5HrJFxXiAt","Mornin'!","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:0Bu5ILSVnBtSOfS11vAg8A","POST-","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2018-01-02","https://i.scdn.co/image/ab67616d0000b273c79884df50764935d8bef49d","1","1","5650","https://p.scdn.co/mp3-preview/690febbee65a1543d677cca1ed446f4e3842dfba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","US3R41835301","","2019-04-02T20:41:47Z"
"spotify:track:4LqjKHOtaudDjaDTyq3tzG","All This Useless Energy","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:0Bu5ILSVnBtSOfS11vAg8A","POST-","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2018-01-02","https://i.scdn.co/image/ab67616d0000b273c79884df50764935d8bef49d","1","4","200593","https://p.scdn.co/mp3-preview/9b219e9de0df32c31112f26e678be647057aac08?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","US3R41835304","","2019-04-02T20:41:47Z"
"spotify:track:5SJIBaKQfEu93GwNR40Hz7","Powerlessness","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:0Bu5ILSVnBtSOfS11vAg8A","POST-","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2018-01-02","https://i.scdn.co/image/ab67616d0000b273c79884df50764935d8bef49d","1","5","163078","https://p.scdn.co/mp3-preview/6b39a87111fa1def05dea534aaf3b62ceb858f25?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","US3R41835305","","2019-04-02T20:41:47Z"
"spotify:track:2vJZ9v6UlXwbtTMC3vVq5I","TV Stars","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:0Bu5ILSVnBtSOfS11vAg8A","POST-","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2018-01-02","https://i.scdn.co/image/ab67616d0000b273c79884df50764935d8bef49d","1","6","260556","https://p.scdn.co/mp3-preview/d2a7bcde719f365796dd3764ba116b63e97527ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","10","US3R41835306","","2019-04-02T20:41:47Z"
"spotify:track:0qG9s94zykg3t1tl4VnHs2","Beating My Head Against a Wall","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:0Bu5ILSVnBtSOfS11vAg8A","POST-","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2018-01-02","https://i.scdn.co/image/ab67616d0000b273c79884df50764935d8bef49d","1","8","100510","https://p.scdn.co/mp3-preview/ce35f89b91b683d0f9458cd09e2d9557a3f41188?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","US3R41835308","","2019-04-02T20:41:47Z"
"spotify:track:0eJoxvhDdwpZW4vIvMYPrR","9/10","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:0Bu5ILSVnBtSOfS11vAg8A","POST-","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2018-01-02","https://i.scdn.co/image/ab67616d0000b273c79884df50764935d8bef49d","1","9","209717","https://p.scdn.co/mp3-preview/e15a94e2de217cdf216cc16bc91cdacd3b17c849?cid=9950ac751e34487dbbe027c4fd7f8e99","true","29","US3R41835309","","2019-04-02T20:41:47Z"
"spotify:track:0XjWLrYit3G9OyigZOgN9N","Let Them Win","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:0Bu5ILSVnBtSOfS11vAg8A","POST-","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2018-01-02","https://i.scdn.co/image/ab67616d0000b273c79884df50764935d8bef49d","1","10","670037","https://p.scdn.co/mp3-preview/599bdb6dc31257a3f03c787852863cd3b6a83f17?cid=9950ac751e34487dbbe027c4fd7f8e99","false","10","US3R41835310","","2019-04-02T20:41:47Z"
"spotify:track:4YvvrQyKc9BG3OTzGDueqE","Yr Throat","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:0Bu5ILSVnBtSOfS11vAg8A","POST-","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2018-01-02","https://i.scdn.co/image/ab67616d0000b273c79884df50764935d8bef49d","1","3","163165","https://p.scdn.co/mp3-preview/3788716afcacaae8ebd2979c2ec997ea7a1dc495?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","US3R41835303","","2019-04-02T20:41:41Z"
"spotify:track:7zOqJPAksFwdF40zuPnwaQ","USA","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:0Bu5ILSVnBtSOfS11vAg8A","POST-","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2018-01-02","https://i.scdn.co/image/ab67616d0000b273c79884df50764935d8bef49d","1","2","452237","https://p.scdn.co/mp3-preview/04b9d82b661b95153641815a1c217bffccb33e6f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","14","US3R41835302","","2019-04-02T20:37:44Z"
"spotify:track:2TAmqn5QYa1clFMgj3RxcN","Pash Rash","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","2","102870","https://p.scdn.co/mp3-preview/3e0352faacfa96a38e31cad1926e99e37498edd7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USA6G1664202","","2019-04-02T20:31:21Z"
"spotify:track:1omgBwc48P8QBPaXkxIX1k","Festival Song","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","3","174222","https://p.scdn.co/mp3-preview/981b0b4762b7eb982c8aefbed0061406492324f0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1664203","","2019-04-02T20:31:21Z"
"spotify:track:1MFBftJhkF6S8fWA8v2wYh","Staring Out the Window at Your Old Apartment","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","4","201862","https://p.scdn.co/mp3-preview/7c28b4087d9732e95d019f3c00b70cbd95b6b607?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1664204","","2019-04-02T20:31:21Z"
"spotify:track:1UX0wMV2VShv6HeNqQUNgk","Wave Goodnight to Me","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","5","179902","https://p.scdn.co/mp3-preview/8f24a6b94c154ce0e4eb93485858184c7f8ca442?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1664205","","2019-04-02T20:31:21Z"
"spotify:track:4qMd3psFQhdPEByxNpCrD7","To Be a Ghost...","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","6","242306","https://p.scdn.co/mp3-preview/d5b2d9b95e1c957e66a52fbaeed9db8e9159c4cb?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USA6G1664206","","2019-04-02T20:31:21Z"
"spotify:track:4M7DTE4A0BhZwJZHy4PwOr","Pietro, 60 Years Old","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","7","38138","https://p.scdn.co/mp3-preview/245a287cf096e439c3fc4ee59c9d91f2d1f30393?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1664207","","2019-04-02T20:31:21Z"
"spotify:track:1rdLjtSAg4w1nRaf8A98K0","I Did Something Weird Last Night","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","8","191193","https://p.scdn.co/mp3-preview/6bfb0f36ca1e134dad164364a64b329201a3664b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USA6G1664208","","2019-04-02T20:31:21Z"
"spotify:track:519OLoDbXE0iCtpLqITfUc","Blast Damage Days","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","9","174878","https://p.scdn.co/mp3-preview/85de57f3fec802d0794819fd77fb7d629a1c4e7d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USA6G1664209","","2019-04-02T20:31:21Z"
"spotify:track:6t9rpjrwVfbzobYlI19Ixx","Bang on the Door","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","10","62984","https://p.scdn.co/mp3-preview/e7d3ad02d9fd194148c1219459c270a85e2a3cf2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1664210","","2019-04-02T20:31:21Z"
"spotify:track:48JzRW4SgrrzjiNiYBj2SI","Rainbow","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","11","90623","https://p.scdn.co/mp3-preview/aa6c7118dc1a4e21c9bb6e892de06a1695415e45?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1664211","","2019-04-02T20:31:21Z"
"spotify:track:7gvBpk0ErqVBnsjVjfoMbr","HELLLLHOOOOLE","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","13","105994","https://p.scdn.co/mp3-preview/f0187f323a1d2789f909a6963451dcd87359c6a2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USA6G1664213","","2019-04-02T20:31:21Z"
"spotify:track:3vaUAvN4p6LlAmAW79geGA","June 21st","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","14","63708","https://p.scdn.co/mp3-preview/657a345a189bd8fd8769874d408c5ff33ba8be4e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1664214","","2019-04-02T20:31:21Z"
"spotify:track:7MzF4qFOIC2Kb1CnjZtrsv","The Fuzz","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","15","118716","https://p.scdn.co/mp3-preview/2540f8a1a7ee5da15dbef0778cdfba5d259fb785?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1664215","","2019-04-02T20:31:21Z"
"spotify:track:5hXFrR4ZS6fa23nxBwxoP8","...While You're Alive","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","16","113710","https://p.scdn.co/mp3-preview/638078302f21fe11f14651eb96c505ca52d3fe8c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1664216","","2019-04-02T20:31:21Z"
"spotify:track:5TWUIArcrvJtCAs1om9oPw","Perfect Sound Whatever","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","17","155632","https://p.scdn.co/mp3-preview/5b93e23686351b9ac1af17f03e0a8d9ef7cc947d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1664217","","2019-04-02T20:31:21Z"
"spotify:track:0XnqUcTg0CEshMvosY7o0K","We Begged 2 Explode","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:18doqXfbCTpyz1PeO3d4eB","WORRY.","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2016-10-14","https://i.scdn.co/image/ab67616d0000b2731eba6b9bc5d8ae15dd6df79a","1","1","224150","https://p.scdn.co/mp3-preview/15d8706a06f7a4043da197ee130df29da5e80928?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USA6G1664201","","2019-04-02T20:27:20Z"
"spotify:track:3g4BQQ1icPpH1Evll2kbec","Nausea","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","spotify:album:3hv2EV5JmcdPjS97hGsHuY","We Cool?","spotify:artist:0wNZvrIMNUCs24G0wFg2D6","Jeff Rosenstock","2015-03-03","https://i.scdn.co/image/ab67616d0000b27340ab7d7f7e6556402b7cd84b","1","4","164285","https://p.scdn.co/mp3-preview/da6e7a296bbcb09fb822be439bf026ca32a87107?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA6G1455604","","2019-04-02T19:47:44Z"
"spotify:track:5Gu2VpufM4JJZuvZNrcVI6","Dear Coach's Corner","spotify:artist:7qpy5KY3DVrezixTl6mziA","Propagandhi","spotify:album:2XD0u81Bu0cnddlaYXUOT5","Supporting Caste","spotify:artist:7qpy5KY3DVrezixTl6mziA","Propagandhi","2009","https://i.scdn.co/image/ab67616d0000b273559f549831a91a2d07743c26","1","4","291933","https://p.scdn.co/mp3-preview/e9c1fd71d1edaf170f520561ca9d980c8a8c85b2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","47","UST8K1571286","","2019-04-02T19:18:17Z"
"spotify:track:1p40MAvOzGAO07icf3MuAl","Victory Lap","spotify:artist:7qpy5KY3DVrezixTl6mziA","Propagandhi","spotify:album:01lJjCxlvrddTRzIbtKHmP","Victory Lap (Deluxe Edition)","spotify:artist:7qpy5KY3DVrezixTl6mziA","Propagandhi","2017-09-29","https://i.scdn.co/image/ab67616d0000b273ad5293bc33e8028ce77ee7a2","1","1","176893","https://p.scdn.co/mp3-preview/de29c154eef3e04cb2fcd1d963c571d596d5743d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","USEP41721001","","2019-04-02T19:15:07Z"
"spotify:track:2M5Qa1TnBNowIYpiUCCca4","The Great Die-Off","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:65jmbHYm42IEATHEJCbKgC","The Black Market","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2014-01-01","https://i.scdn.co/image/ab67616d0000b273a2149376a3b9992ab2eeb90d","1","1","219600","https://p.scdn.co/mp3-preview/828821f3aa36a2e4120a1b9b32fec3f1ddd39cc5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","USUM71406476","","2019-04-02T18:35:49Z"
