,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,track_id
451,edb432bb-ee15-44b6-85ef-c346ebd5ef7e,0.213,0.671,0.884,0.00284,0.126,-4.732,0.0724,119.969,0.747,edb432bb-ee15-44b6-85ef-c346ebd5ef7e
452,ace9d47c-ad86-48d7-b7ba-1bc2907a95ba,0.959,0.392,0.0571,3.82e-05,0.108,-21.724,0.0373,101.267,0.15,ace9d47c-ad86-48d7-b7ba-1bc2907a95ba
453,e81b7f65-7bea-48e4-b56e-da91fe161b5f,0.046,0.595,0.83,0.0,0.361,-3.836,0.0379,139.922,0.494,e81b7f65-7bea-48e4-b56e-da91fe161b5f
454,541b96be-7ff7-4d7e-94e0-5c2d73ec0c2a,0.0474,0.242,0.418,0.9,0.66,-9.037,0.0299,149.997,0.143,541b96be-7ff7-4d7e-94e0-5c2d73ec0c2a
455,10ba4843-401d-41a5-b67f-b6580ab92d10,0.0145,0.357,0.536,0.00528,0.149,-14.805,0.0386,95.387,0.656,10ba4843-401d-41a5-b67f-b6580ab92d10
456,28626b6f-ea90-4d3f-951e-d2f1a16c3ad6,0.892,0.328,0.13,0.0129,0.122,-15.094,0.0307,78.454,0.169,28626b6f-ea90-4d3f-951e-d2f1a16c3ad6
457,8d645fc0-a60a-4768-b7b9-76ddf6805f12,0.598,0.753,0.565,3.09e-06,0.127,-9.056,0.0488,131.953,0.648,8d645fc0-a60a-4768-b7b9-76ddf6805f12
458,80ec4e3e-65ea-4d61-99bf-1899e6ee0eea,0.52,0.79,0.584,1.29e-06,0.077,-6.919,0.0777,133.01,0.737,80ec4e3e-65ea-4d61-99bf-1899e6ee0eea
459,17eb188b-bb18-443e-9fae-3e327555ea76,6.57e-05,0.598,0.707,0.00341,0.159,-6.217,0.0355,120.013,0.463,17eb188b-bb18-443e-9fae-3e327555ea76
460,82e2fc81-4d0f-4711-829e-365ff3a6d54b,0.009,0.72,0.672,0.0,0.232,-6.852,0.0551,124.986,0.705,82e2fc81-4d0f-4711-829e-365ff3a6d54b
461,264f7e0f-120d-4867-b4c6-502c7242a728,0.608,0.617,0.357,0.367,0.0615,-13.889,0.047,89.996,0.421,264f7e0f-120d-4867-b4c6-502c7242a728
462,cc32af96-fa79-4307-b116-dfa4bcf58adc,0.697,0.546,0.449,0.348,0.114,-9.666,0.0302,95.005,0.29,cc32af96-fa79-4307-b116-dfa4bcf58adc
463,55847fa3-530f-47b1-bdf3-3fececc7bd48,0.0246,0.611,0.925,0.171,0.152,-5.706,0.045,135.995,0.501,55847fa3-530f-47b1-bdf3-3fececc7bd48
464,99ff17bd-622e-43d9-acb8-47b5856c7cf9,0.0228,0.609,0.727,0.0047,0.324,-5.951,0.041,125.063,0.188,99ff17bd-622e-43d9-acb8-47b5856c7cf9
465,e00b3fcb-a3e5-41cc-acae-b37ab4b996cf,0.419,0.697,0.77,0.0,0.11,-8.817,0.276,80.043,0.632,e00b3fcb-a3e5-41cc-acae-b37ab4b996cf
466,6a348923-4dcd-44b9-9c02-21c8ea3da7fe,0.112,0.423,0.973,0.94,0.243,-4.587,0.102,141.29,0.247,6a348923-4dcd-44b9-9c02-21c8ea3da7fe
467,6544c65e-6f35-4947-9506-91f3dd0c8651,0.0671,0.641,0.781,0.0017,0.0562,-6.674,0.0351,94.226,0.747,6544c65e-6f35-4947-9506-91f3dd0c8651
468,905f6a9c-44bc-432c-b257-f67c0a1350c4,0.48,0.668,0.447,2.89e-06,0.153,-11.124,0.0312,81.415,0.588,905f6a9c-44bc-432c-b257-f67c0a1350c4
469,56eedc8c-b5c5-4e0f-bd8f-c1fb78b0a485,0.361,0.387,0.595,1.1e-05,0.174,-5.67,0.0389,119.38,0.151,56eedc8c-b5c5-4e0f-bd8f-c1fb78b0a485
470,bc0a8365-992f-4b79-90a8-64414896bf52,0.736,0.506,0.363,0.000633,0.0928,-9.678,0.0258,107.452,0.352,bc0a8365-992f-4b79-90a8-64414896bf52
471,5845a5c0-fe06-45eb-a0c7-dd67e17258a3,0.202,0.383,0.516,0.193,0.114,-12.032,0.0344,118.144,0.371,5845a5c0-fe06-45eb-a0c7-dd67e17258a3
472,a7185e9f-7476-44d9-9fe4-e6194c7ab3f2,0.0766,0.467,0.444,0.574,0.389,-10.161,0.0343,164.084,0.198,a7185e9f-7476-44d9-9fe4-e6194c7ab3f2
473,40a8cd10-a1e8-46a0-9c57-2bafb311b5a6,0.136,0.733,0.384,7.97e-05,0.0979,-13.177,0.0306,126.023,0.609,40a8cd10-a1e8-46a0-9c57-2bafb311b5a6
474,2e4a392e-7f8f-44a8-a459-b4792c700637,0.892,0.607,0.399,0.000317,0.1,-12.163,0.036,75.476,0.688,2e4a392e-7f8f-44a8-a459-b4792c700637
475,2f35ab05-6a49-4944-a5bf-6169cb2f7d3f,0.627,0.678,0.4,0.784,0.0919,-11.871,0.0323,99.988,0.214,2f35ab05-6a49-4944-a5bf-6169cb2f7d3f
476,99955ee3-1536-4bb3-a351-9464074f02f4,0.0153,0.581,0.521,3.56e-05,0.472,-10.988,0.0315,128.55,0.333,99955ee3-1536-4bb3-a351-9464074f02f4
477,88801d43-69b9-41cb-a68a-92592fc817f7,0.705,0.32,0.304,7.44e-06,0.642,-14.943,0.0361,163.145,0.125,88801d43-69b9-41cb-a68a-92592fc817f7
478,f82fd1eb-2552-4bb7-b6a1-aa4a650bf7f0,0.0776,0.451,0.931,0.208,0.164,-7.442,0.0413,166.301,0.652,f82fd1eb-2552-4bb7-b6a1-aa4a650bf7f0
479,d00b618b-217c-4b76-81ee-762708bb2ba0,0.124,0.792,0.511,9.04e-05,0.14,-6.876,0.0409,113.983,0.111,d00b618b-217c-4b76-81ee-762708bb2ba0
480,8aae588a-85ab-4058-bc0d-3d8115cd1abe,0.144,0.638,0.867,0.000733,0.0846,-6.469,0.0331,115.692,0.805,8aae588a-85ab-4058-bc0d-3d8115cd1abe
481,c14e2d02-0670-4d49-a957-4fd4aa54970f,0.0955,0.75,0.62,0.0129,0.0612,-8.72,0.0257,103.539,0.927,c14e2d02-0670-4d49-a957-4fd4aa54970f
482,c3ca714d-207d-4c3e-8d81-4f99307020b2,0.00249,0.549,0.87,2.08e-06,0.127,-9.453,0.0543,138.078,0.671,c3ca714d-207d-4c3e-8d81-4f99307020b2
483,7e8f3e60-0dc7-44a3-a136-4a5786bc2c2e,0.0119,0.168,0.941,2.04e-05,0.069,-5.303,0.0938,89.221,0.188,7e8f3e60-0dc7-44a3-a136-4a5786bc2c2e
484,87d45c92-d21d-40cf-98c2-6f3d0ee045c2,0.968,0.432,0.0347,0.918,0.105,-20.034,0.0356,134.078,0.232,87d45c92-d21d-40cf-98c2-6f3d0ee045c2
485,7c0ca1b6-2c4d-4406-976b-9661529152bf,0.77,0.625,0.481,0.0,0.106,-7.926,0.044,125.984,0.397,7c0ca1b6-2c4d-4406-976b-9661529152bf
486,a55c5e35-e0db-493e-a235-fe4571e7eb70,0.00711,0.709,0.473,0.863,0.102,-11.167,0.0345,126.035,0.0786,a55c5e35-e0db-493e-a235-fe4571e7eb70
487,12607d2b-8a39-4610-bffb-933cadf4c8d9,0.0785,0.601,0.768,0.712,0.0771,-8.718,0.0329,130.342,0.887,12607d2b-8a39-4610-bffb-933cadf4c8d9
488,11e67912-d0cc-47fa-8d1a-3f2d2e934d2d,0.493,0.612,0.731,5.63e-06,0.358,-7.246,0.041,126.998,0.473,11e67912-d0cc-47fa-8d1a-3f2d2e934d2d
489,ded53000-481b-429b-8266-2e61aab45359,0.175,0.675,0.511,0.0261,0.183,-9.208,0.0415,114.201,0.569,ded53000-481b-429b-8266-2e61aab45359
490,4d82cf60-a39b-4d97-aaa1-1890a0bf2cc4,0.0345,0.748,0.462,4.09e-05,0.0913,-7.643,0.0347,90.984,0.689,4d82cf60-a39b-4d97-aaa1-1890a0bf2cc4
491,daf5f517-dc22-4a25-963b-fe77ebcf7730,0.152,0.751,0.74,5.75e-05,0.0873,-6.016,0.045,138.066,0.788,daf5f517-dc22-4a25-963b-fe77ebcf7730
492,21ee4e28-82d7-42d9-85cf-ec0b52c08887,0.93,0.714,0.338,0.00644,0.389,-10.994,0.0456,128.385,0.667,21ee4e28-82d7-42d9-85cf-ec0b52c08887
493,b5d43658-6f8e-4a4c-93f5-52d246431c1b,0.000946,0.435,0.975,0.071,0.176,-4.361,0.0546,102.48,0.322,b5d43658-6f8e-4a4c-93f5-52d246431c1b
494,f57748a9-5fb2-44e5-a016-8deb92c4ae06,0.00141,0.695,0.589,7.76e-06,0.081,-14.28,0.0511,104.59,0.857,f57748a9-5fb2-44e5-a016-8deb92c4ae06
495,fe82739c-ca79-46b0-a585-471940f7fd7b,0.000583,0.564,0.865,0.0,0.056,-7.384,0.121,183.052,0.726,fe82739c-ca79-46b0-a585-471940f7fd7b
496,d875369e-ce5e-425a-bbbb-5faea16edcbb,0.000443,0.382,0.972,0.0,0.323,-2.468,0.163,187.965,0.672,d875369e-ce5e-425a-bbbb-5faea16edcbb
497,5bb92c81-3cee-449d-9667-7963f3ab24d1,0.466,0.669,0.521,6.59e-06,0.0535,-11.89,0.0461,111.826,0.837,5bb92c81-3cee-449d-9667-7963f3ab24d1
498,fdf396c9-aed7-4898-9718-be882789e7df,0.0457,0.594,0.913,0.000191,0.284,-4.545,0.294,92.038,0.735,fdf396c9-aed7-4898-9718-be882789e7df
499,d907aca2-288d-4455-8679-0ea3764f2534,0.0567,0.671,0.599,0.0,0.153,-5.746,0.0365,159.955,0.899,d907aca2-288d-4455-8679-0ea3764f2534
500,d2699e70-def7-4ef8-b60c-8ec18168430e,0.276,0.772,0.649,0.000407,0.883,-6.04,0.0365,136.005,0.903,d2699e70-def7-4ef8-b60c-8ec18168430e
501,b8a1659d-a84f-4151-a418-7c433b54d193,0.061,0.63,0.633,0.000123,0.389,-5.838,0.244,200.012,0.811,b8a1659d-a84f-4151-a418-7c433b54d193
502,f06d8485-dbb6-49df-b669-5d4234af03e4,0.00222,0.469,0.743,0.000111,0.276,-5.57,0.0272,86.953,0.481,f06d8485-dbb6-49df-b669-5d4234af03e4
503,c92732a7-2dab-473c-8ab8-cee82cfd24f0,0.374,0.735,0.693,0.0,0.106,-7.469,0.153,134.994,0.284,c92732a7-2dab-473c-8ab8-cee82cfd24f0
504,48f23fbe-5beb-4ad3-85d9-11e77900fe57,6.71e-05,0.447,0.979,0.0,0.316,-3.742,0.0565,133.685,0.633,48f23fbe-5beb-4ad3-85d9-11e77900fe57
505,ce4188a7-84b4-40f2-9dac-5cc7b6f9b900,0.184,0.623,0.727,2.02e-05,0.309,-5.57,0.0562,125.975,0.4,ce4188a7-84b4-40f2-9dac-5cc7b6f9b900
506,5087ac86-d64b-434d-9dda-2613547215c5,0.0784,0.869,0.726,0.0,0.107,-5.654,0.0459,124.023,0.343,5087ac86-d64b-434d-9dda-2613547215c5
507,39be93c3-e08d-4713-82c0-0aec1bf7ae15,0.000627,0.328,0.974,0.0,0.0493,-2.782,0.103,122.191,0.354,39be93c3-e08d-4713-82c0-0aec1bf7ae15
508,42798bd3-8a48-42d8-8bda-423f50e07a9f,0.139,0.66,0.658,0.738,0.0717,-10.877,0.0308,110.039,0.69,42798bd3-8a48-42d8-8bda-423f50e07a9f
509,22d75e23-4971-4fd4-9887-9a6dd54fb3ea,0.0471,0.772,0.882,0.0,0.0742,-3.897,0.214,126.181,0.523,22d75e23-4971-4fd4-9887-9a6dd54fb3ea
510,fe48ac7d-5fb4-479a-90d5-672947275181,0.00059,0.548,0.912,0.524,0.194,-4.933,0.0447,142.995,0.264,fe48ac7d-5fb4-479a-90d5-672947275181
511,51ff29a2-6d68-42b5-933d-3c1ee5b33986,0.664,0.676,0.439,0.0255,0.0987,-9.494,0.0307,80.273,0.555,51ff29a2-6d68-42b5-933d-3c1ee5b33986
512,2b140356-601b-4c8e-ae4d-eefa31d7f84a,0.00168,0.623,0.622,0.181,0.343,-12.255,0.0412,125.166,0.319,2b140356-601b-4c8e-ae4d-eefa31d7f84a
513,211df7bc-0de8-4c8d-ae2c-1ca3abd31a32,0.242,0.782,0.88,0.0,0.101,-4.43,0.29,87.995,0.767,211df7bc-0de8-4c8d-ae2c-1ca3abd31a32
514,421d2b7d-3942-4ec1-b51e-a00479db3b56,0.233,0.616,0.449,0.0,0.0915,-9.146,0.027,76.012,0.338,421d2b7d-3942-4ec1-b51e-a00479db3b56
515,d2f128e4-17c2-4b18-8d32-6ef5d6b0a065,0.00319,0.371,0.963,0.0,0.448,-2.85,0.125,108.724,0.371,d2f128e4-17c2-4b18-8d32-6ef5d6b0a065
516,01e321ed-a5ce-4eb6-be5b-c842868f5492,0.00293,0.573,0.949,0.0,0.226,-2.713,0.0443,148.967,0.897,01e321ed-a5ce-4eb6-be5b-c842868f5492
517,cd9fa892-9d52-4062-970b-46540c9fe933,0.241,0.749,0.925,0.0,0.52,-5.034,0.227,86.989,0.641,cd9fa892-9d52-4062-970b-46540c9fe933
518,91ada218-65ca-4b4b-a9e5-4c934cfbc80e,4.34e-05,0.492,0.955,8.7e-05,0.395,-6.289,0.0775,144.974,0.386,91ada218-65ca-4b4b-a9e5-4c934cfbc80e
519,7d0d0056-0e8e-4bb8-a51a-323cea9973ff,0.775,0.803,0.615,2.82e-05,0.117,-6.582,0.0551,125.026,0.735,7d0d0056-0e8e-4bb8-a51a-323cea9973ff
520,197efc56-6031-49e9-8e55-1427466a16c2,0.0621,0.44,0.565,0.934,0.109,-10.801,0.0269,68.999,0.531,197efc56-6031-49e9-8e55-1427466a16c2
521,fa54535f-6c0a-4f09-83e9-334668d2990b,0.0239,0.561,0.616,0.158,0.151,-9.657,0.0734,90.062,0.59,fa54535f-6c0a-4f09-83e9-334668d2990b
522,1e79ea8a-2f1f-49f7-b681-7ddfe80b16e9,0.0217,0.358,0.94,0.00779,0.0851,-4.274,0.164,90.233,0.497,1e79ea8a-2f1f-49f7-b681-7ddfe80b16e9
523,52617904-b5a0-433b-a48a-13a2fee9a5ef,0.000473,0.61,0.935,0.00187,0.0854,-4.444,0.0356,128.967,0.656,52617904-b5a0-433b-a48a-13a2fee9a5ef
524,13f01576-c512-4eaf-9c4b-cabbed840248,0.171,0.358,0.921,7.64e-06,0.358,-2.467,0.0695,139.256,0.476,13f01576-c512-4eaf-9c4b-cabbed840248
525,bd11fa10-4aa4-4a08-8963-783f419da93d,0.0534,0.559,0.77,0.00127,0.135,-5.604,0.0319,127.008,0.145,bd11fa10-4aa4-4a08-8963-783f419da93d
526,b7c79916-5e4d-4307-a929-bbe0c692a635,0.245,0.544,0.428,0.0,0.0899,-13.392,0.514,89.129,0.524,b7c79916-5e4d-4307-a929-bbe0c692a635
527,2cc9386d-0dfb-4612-9d51-57affdc74acb,0.0293,0.776,0.699,0.195,0.144,-5.965,0.0333,104.998,0.332,2cc9386d-0dfb-4612-9d51-57affdc74acb
528,7d98eb2b-ca90-4e04-9f79-292294c88d44,0.000845,0.269,0.967,0.0,0.0541,-2.744,0.096,162.812,0.598,7d98eb2b-ca90-4e04-9f79-292294c88d44
529,d73bb4b8-4ceb-48b9-b971-665f96fa36af,0.132,0.55,0.569,1.47e-05,0.174,-7.683,0.0462,123.179,0.0518,d73bb4b8-4ceb-48b9-b971-665f96fa36af
530,9ce4cd1d-4d16-40aa-b535-f89d0d17e2b7,0.0186,0.569,0.752,0.000168,0.143,-5.238,0.0307,114.967,0.189,9ce4cd1d-4d16-40aa-b535-f89d0d17e2b7
531,bd48b522-c9df-43ed-87a6-3320be979074,0.000306,0.639,0.86,0.00549,0.0507,-4.27,0.069,112.025,0.328,bd48b522-c9df-43ed-87a6-3320be979074
532,b0f2f3fe-1b82-4315-af19-55b303558bac,0.164,0.373,0.869,7.76e-06,0.605,-7.719,0.0554,184.024,0.696,b0f2f3fe-1b82-4315-af19-55b303558bac
533,fca9005c-30b3-4625-905f-4552fe57fda7,0.009,0.545,0.67,0.000822,0.0451,-8.81,0.0496,151.553,0.481,fca9005c-30b3-4625-905f-4552fe57fda7
534,303d382a-f19d-4c43-aa90-0cc8bddecb7a,0.0641,0.595,0.896,5.82e-05,0.0748,-2.951,0.047,118.001,0.567,303d382a-f19d-4c43-aa90-0cc8bddecb7a
535,0ed044ed-5ef7-4760-85f8-9df442716045,0.499,0.305,0.372,0.723,0.637,-15.089,0.0433,131.245,0.125,0ed044ed-5ef7-4760-85f8-9df442716045
536,e8f1b952-456f-4a8d-aad2-e08fc1f90667,0.00833,0.54,0.719,0.000158,0.158,-5.744,0.0284,122.043,0.238,e8f1b952-456f-4a8d-aad2-e08fc1f90667
537,70de5953-c806-4580-aefe-7905aff59f46,0.893,0.512,0.155,5.81e-05,0.108,-13.523,0.0485,141.763,0.269,70de5953-c806-4580-aefe-7905aff59f46
538,f830c97c-0ed1-4409-9f10-f27c5cdd36b0,0.786,0.12,0.336,0.404,0.111,-8.298,0.0352,72.64,0.0679,f830c97c-0ed1-4409-9f10-f27c5cdd36b0
539,f55678e0-6491-40dd-85ba-91002e452bf7,0.304,0.552,0.636,2.32e-05,0.153,-6.215,0.0338,82.884,0.663,f55678e0-6491-40dd-85ba-91002e452bf7
540,9276d8a9-0d7e-4ef0-a2dd-cbb99eafa0e2,0.159,0.516,0.513,0.00957,0.0612,-10.762,0.0288,99.735,0.694,9276d8a9-0d7e-4ef0-a2dd-cbb99eafa0e2
541,85303fa5-5e60-49b0-a62a-8c34c0a909b1,0.153,0.864,0.79,0.577,0.0849,-6.434,0.189,99.992,0.762,85303fa5-5e60-49b0-a62a-8c34c0a909b1
542,54c69156-e166-444d-a198-55acd312235d,0.358,0.445,0.628,0.686,0.0949,-11.268,0.0623,81.248,0.396,54c69156-e166-444d-a198-55acd312235d
543,c2b60d02-eee7-43ad-bba2-7474cfbb5d3e,0.764,0.567,0.3,0.0,0.215,-8.463,0.0731,84.85,0.441,c2b60d02-eee7-43ad-bba2-7474cfbb5d3e
544,1be2ed8a-f0df-4ecc-8117-d7c2ff3c1c5b,0.248,0.538,0.607,5.54e-06,0.0999,-5.261,0.216,175.424,0.515,1be2ed8a-f0df-4ecc-8117-d7c2ff3c1c5b
545,f6f1922d-b2c8-4025-ae65-13621c7c9350,0.118,0.593,0.619,0.0,0.484,-9.003,0.0976,80.02,0.668,f6f1922d-b2c8-4025-ae65-13621c7c9350
546,6d1d678e-8e57-4b89-bf62-229e8f49d572,0.301,0.367,0.609,0.0243,0.196,-11.221,0.0457,149.386,0.443,6d1d678e-8e57-4b89-bf62-229e8f49d572
547,0fc8adf9-3200-4c3f-9653-eb287d4bd8a7,0.137,0.704,0.736,8.14e-06,0.158,-8.695,0.0326,139.98,0.975,0fc8adf9-3200-4c3f-9653-eb287d4bd8a7
548,9b679103-9163-4199-b36e-245e42c0c2b8,0.303,0.54,0.847,0.272,0.109,-6.52,0.0297,148.936,0.62,9b679103-9163-4199-b36e-245e42c0c2b8
549,4b2a4f20-cf71-4953-a883-5f729d771b8b,0.000299,0.546,0.931,2.92e-05,0.11,-6.344,0.0341,125.495,0.643,4b2a4f20-cf71-4953-a883-5f729d771b8b
550,2bec7cdb-a458-4d33-ac63-8d9e6de32d43,0.47,0.452,0.131,0.898,0.0604,-13.163,0.0324,121.276,0.143,2bec7cdb-a458-4d33-ac63-8d9e6de32d43
551,d95167d1-7efb-4838-ae14-2517cc8120dd,0.075,0.681,0.672,2.63e-06,0.147,-10.505,0.027,154.199,0.54,d95167d1-7efb-4838-ae14-2517cc8120dd
552,0cd78c53-a7c8-4941-a479-94c01303498c,0.16,0.609,0.923,4.73e-06,0.295,-3.908,0.0338,115.996,0.961,0cd78c53-a7c8-4941-a479-94c01303498c
553,1c7c21cb-5ac9-48b2-a65b-ccda259ad08c,0.223,0.701,0.638,0.00219,0.279,-9.061,0.165,109.96,0.646,1c7c21cb-5ac9-48b2-a65b-ccda259ad08c
554,eda7d7c9-5855-46d7-8f64-007e75cfbedb,0.0369,0.686,0.866,0.0,0.0754,-4.591,0.203,93.997,0.812,eda7d7c9-5855-46d7-8f64-007e75cfbedb
555,03fcdba2-327e-44dc-b21a-bd829f01b450,3.21e-05,0.295,0.98,0.0,0.359,-4.075,0.0854,134.335,0.283,03fcdba2-327e-44dc-b21a-bd829f01b450
556,3a7e109b-347e-43c1-a034-f6347f2a8197,0.000665,0.545,0.932,0.0,0.127,-2.189,0.0399,92.956,0.464,3a7e109b-347e-43c1-a034-f6347f2a8197
557,cdbe49d2-b2b4-40d4-b9e9-2098813916a3,0.22,0.602,0.879,0.000236,0.107,-5.283,0.0994,174.11,0.733,cdbe49d2-b2b4-40d4-b9e9-2098813916a3
558,240914dc-3411-42a4-9aa5-d9b5618fdaa7,0.973,0.435,0.104,0.33,0.119,-22.39,0.0445,120.484,0.162,240914dc-3411-42a4-9aa5-d9b5618fdaa7
559,fada65f4-8249-4cba-b3bb-843b6f571426,0.00826,0.57,0.884,0.00322,0.364,-4.55,0.0601,118.485,0.405,fada65f4-8249-4cba-b3bb-843b6f571426
560,28d90242-fefd-4401-9809-c6e360c54635,0.000949,0.494,0.963,0.0494,0.0932,-5.394,0.057,179.963,0.833,28d90242-fefd-4401-9809-c6e360c54635
561,e136a43b-877b-4f9b-ab89-6e31e49ff822,0.214,0.224,0.531,0.63,0.139,-10.422,0.0515,108.107,0.0642,e136a43b-877b-4f9b-ab89-6e31e49ff822
562,bf0f280a-03cb-4cb1-9b2e-d1c7908daf83,0.136,0.629,0.795,5.44e-06,0.132,-6.02,0.0278,110.583,0.6,bf0f280a-03cb-4cb1-9b2e-d1c7908daf83
563,a52f5df4-27cc-4f8f-b9b5-4ce26ac5e315,0.276,0.69,0.529,5.32e-06,0.32,-7.555,0.0313,148.056,0.596,a52f5df4-27cc-4f8f-b9b5-4ce26ac5e315
564,d72a05f4-b91d-4093-9e72-c7a59da37c0d,0.0417,0.668,0.886,0.0,0.459,-3.474,0.117,142.002,0.503,d72a05f4-b91d-4093-9e72-c7a59da37c0d
565,ba98244f-0e2c-4b61-9e01-befdf199ff20,0.193,0.337,0.756,0.862,0.137,-5.499,0.0817,180.25,0.133,ba98244f-0e2c-4b61-9e01-befdf199ff20
566,f66bd0a7-4a6f-415d-aeea-5422ce8860b7,0.992,0.637,0.232,0.904,0.11,-15.109,0.0277,99.975,0.307,f66bd0a7-4a6f-415d-aeea-5422ce8860b7
567,6bae49e4-54d3-4c0a-849b-0211cd6bdb62,0.931,0.291,0.391,0.917,0.125,-10.397,0.0314,133.791,0.0704,6bae49e4-54d3-4c0a-849b-0211cd6bdb62
568,d1a5108b-2fb5-4dc1-9b7c-4420e404aa51,0.00905,0.464,0.779,0.36,0.126,-4.717,0.0478,158.097,0.155,d1a5108b-2fb5-4dc1-9b7c-4420e404aa51
569,97d6a1cd-512c-4d86-9aed-205dea118fef,0.599,0.447,0.506,1.61e-06,0.144,-12.317,0.0364,151.188,0.531,97d6a1cd-512c-4d86-9aed-205dea118fef
570,8aa738b8-1cc2-4429-8921-47209b36bc51,0.591,0.176,0.606,0.784,0.152,-7.862,0.0435,99.967,0.0702,8aa738b8-1cc2-4429-8921-47209b36bc51
571,ee45cd51-1285-446c-ac81-60678761538b,0.219,0.814,0.686,0.00382,0.155,-12.172,0.0342,106.679,0.778,ee45cd51-1285-446c-ac81-60678761538b
572,4156629c-bca1-4576-b423-7f0e3bdc405b,0.00815,0.688,0.647,1.65e-05,0.095,-7.258,0.19,88.834,0.195,4156629c-bca1-4576-b423-7f0e3bdc405b
573,dc0fc0c9-6507-4d25-8c4b-f51e3a1704de,0.789,0.435,0.253,0.0241,0.12,-12.939,0.03,173.36,0.224,dc0fc0c9-6507-4d25-8c4b-f51e3a1704de
574,d2ac2beb-ef02-4765-ad65-f9315f617eb6,0.523,0.642,0.308,0.00819,0.115,-13.178,0.0667,76.663,0.256,d2ac2beb-ef02-4765-ad65-f9315f617eb6
575,25fb3e53-5ddd-4232-8bcc-b387b02f535b,0.666,0.375,0.422,0.0,0.111,-9.37,0.0375,180.299,0.367,25fb3e53-5ddd-4232-8bcc-b387b02f535b
576,294acb97-f188-414a-9799-463a0f7cf32d,0.0115,0.527,0.942,0.0,0.188,-5.64,0.0366,148.723,0.495,294acb97-f188-414a-9799-463a0f7cf32d
577,2b5564ba-01e2-40e9-9f23-cd698929ad3b,0.189,0.63,0.697,0.000258,0.116,-10.654,0.0311,124.956,0.796,2b5564ba-01e2-40e9-9f23-cd698929ad3b
578,08cf5988-2564-4fb4-8bc2-fbd8e1c82e40,0.02,0.656,0.655,0.00816,0.103,-6.766,0.024,127.001,0.555,08cf5988-2564-4fb4-8bc2-fbd8e1c82e40
579,dbd822bd-6897-429a-9b3c-0ef6bf27e48c,0.207,0.572,0.822,0.0,0.359,-6.015,0.361,94.812,0.472,dbd822bd-6897-429a-9b3c-0ef6bf27e48c
580,9d72ac1e-cff8-457c-be35-370cfdb21c6a,0.652,0.36,0.362,0.000128,0.107,-7.102,0.0385,116.783,0.159,9d72ac1e-cff8-457c-be35-370cfdb21c6a
581,57c95df0-9a38-46b8-96aa-8130bc09c445,0.136,0.473,0.855,4.5e-05,0.292,-6.221,0.0293,91.744,0.521,57c95df0-9a38-46b8-96aa-8130bc09c445
582,7e424a70-539e-4e06-844c-2ebfce26c2ab,0.265,0.531,0.76,0.0234,0.0734,-7.31,0.0648,86.545,0.579,7e424a70-539e-4e06-844c-2ebfce26c2ab
583,c82f6e00-04ad-4711-9e7a-0e588639ab86,0.601,0.872,0.627,0.00849,0.0769,-8.495,0.0378,100.012,0.814,c82f6e00-04ad-4711-9e7a-0e588639ab86
584,c6f37ca7-9277-40fc-bd91-788f4018ade3,0.546,0.713,0.234,0.0,0.246,-17.876,0.911,97.483,0.388,c6f37ca7-9277-40fc-bd91-788f4018ade3
585,06f92542-1a17-45fb-aa70-e9ec13a88c1c,0.0624,0.632,0.856,0.0,0.347,-3.463,0.0348,119.397,0.867,06f92542-1a17-45fb-aa70-e9ec13a88c1c
586,91980f3a-49bb-4c52-bc9e-1ea8945acf5a,0.0585,0.544,0.762,0.0,0.074,-7.289,0.0382,120.023,0.473,91980f3a-49bb-4c52-bc9e-1ea8945acf5a
587,1278e588-4c5f-451d-b1eb-2997cfa13392,0.597,0.608,0.37,0.0,0.0987,-15.055,0.034,112.554,0.33,1278e588-4c5f-451d-b1eb-2997cfa13392
588,2b8026f1-6e9c-42e5-8755-5567a6dec371,0.176,0.902,0.41,0.0,0.119,-5.31,0.219,84.07,0.647,2b8026f1-6e9c-42e5-8755-5567a6dec371
589,af9d3f28-dc91-4b81-8f64-3b9571ab3d8c,0.000618,0.317,0.643,0.000479,0.073,-6.869,0.0296,169.811,0.151,af9d3f28-dc91-4b81-8f64-3b9571ab3d8c
590,9abc05e6-d629-4b84-a8c6-76b678a0012c,0.0964,0.549,0.859,2.36e-05,0.322,-3.993,0.0361,77.013,0.69,9abc05e6-d629-4b84-a8c6-76b678a0012c
591,06d225d8-9cab-4417-9cdd-1576af69c54a,0.13,0.416,0.613,0.697,0.434,-8.877,0.0421,158.102,0.204,06d225d8-9cab-4417-9cdd-1576af69c54a
592,9050c231-b3e6-4a05-ae6e-f3616fa0e674,0.885,0.52,0.27,0.0231,0.117,-11.575,0.029,103.211,0.213,9050c231-b3e6-4a05-ae6e-f3616fa0e674
593,aa1b3ff8-2088-4138-a824-d945d83b194c,0.0015,0.627,0.954,0.000814,0.292,-4.804,0.0425,128.016,0.312,aa1b3ff8-2088-4138-a824-d945d83b194c
594,b2771295-3bd0-40d5-b4b8-2d4a44b5609b,0.119,0.522,0.932,0.0,0.177,-2.87,0.255,129.473,0.33,b2771295-3bd0-40d5-b4b8-2d4a44b5609b
